time,n_subjects,att_elig,Y1,Y0,sim_id
1,413402,5.657236297717191,90.41418356338268,84.75694726566549,1
2,401450,5.639341135011132,90.22464120042116,84.58530006541002,1
3,391685,5.643108271816681,90.01116954336726,84.36806127155057,1
4,380447,5.6408102408758864,89.87760692063189,84.236796679756,1
5,371669,5.625951024055964,89.6390225695632,84.01307154550723,1
6,361371,5.631883434185775,89.43463430681608,83.8027508726303,1
7,352993,5.624242490039588,89.30899976998582,83.68475727994624,1
8,342576,5.618173555238245,89.10512294568987,83.48694939045163,1
9,334792,5.620892878774042,88.92330248051654,83.3024096017425,1
10,326494,5.602200132478594,88.76508353233694,83.16288339985834,1
11,317426,5.609724412024403,88.60767674721886,82.99795233519446,1
12,311127,5.599403976695505,88.4439060873738,82.84450211067829,1
13,326848,5.609246660591373,88.35681594582643,82.74756928523504,1
14,319600,5.584310231381454,88.13889098583248,82.55458075445102,1
15,311677,5.589706592900609,88.0714143872605,82.4817077943599,1
16,303966,5.590676565475178,87.86225727638316,82.27158071090798,1
17,296109,5.574744910741482,87.62643839092016,82.05169348017867,1
18,289022,5.577591433105316,87.53393043720465,81.95633900409933,1
19,281732,5.571225895022559,87.41866474114863,81.84743884612607,1
20,276078,5.555135433631338,87.18592034950369,81.63078491587234,1
21,269922,5.5611230415427615,87.05644885298865,81.4953258114459,1
22,264927,5.565433648143173,86.87942731786448,81.31399366972131,1
23,257521,5.564122890659575,86.77550936720884,81.21138647654928,1
24,251554,5.552495543188324,86.66328965748691,81.1107941142986,1
25,265442,5.536367949838016,86.55886161032649,81.02249366048846,1
26,260687,5.5484135584031256,86.42576123043484,80.87734767203172,1
27,253823,5.548309773963107,86.29149991752925,80.74319014356614,1
28,248057,5.522638620833939,86.17036354934585,80.64772492851192,1
29,243123,5.534173331691741,85.9561238926135,80.42195056092177,1
30,237258,5.521514638526328,85.7576022979888,80.23608765946247,1
31,232699,5.520964015335793,85.7525381742917,80.23157415895591,1
32,227927,5.524228676921815,85.53818273314897,80.01395405622715,1
33,222614,5.520446347760282,85.44867342271135,79.92822707495107,1
34,218124,5.523575802683744,85.24741334117053,79.72383753848678,1
35,212225,5.50323540375099,85.15123207792088,79.64799667416989,1
36,208425,5.493387883041239,85.0041722255108,79.51078434246956,1
37,220869,5.499644056304726,84.99490098421946,79.49525692791472,1
38,215899,5.500333278327341,84.8033312347791,79.30299795645176,1
39,211183,5.492827693584729,84.71051506685473,79.21768737327,1
40,208097,5.482992433056725,84.54720050265209,79.06420806959537,1
41,202164,5.491903534187725,84.43637602574191,78.94447249155418,1
42,197983,5.47213846012021,84.31576112806258,78.84362266794236,1
43,194377,5.4712988044528155,84.14834996901922,78.67705116456641,1
44,189772,5.468381969640535,84.00937300002931,78.54099103038878,1
45,185602,5.473697590020061,83.85024008923199,78.37654249921194,1
46,181845,5.458934908853296,83.73420583582268,78.27527092696938,1
47,178120,5.466336332131192,83.5798221033408,78.11348577120961,1
48,174138,5.4759190107277265,83.46247298969743,77.98655397896971,1
49,184572,5.466669045014212,83.51352789430747,78.04685884929326,1
50,181868,5.466790791271552,83.4262268615359,77.95943607026435,1
51,177230,5.454871729496436,83.19868728448304,77.74381555498661,1
52,173914,5.448309356944098,83.06945322031609,77.62114386337198,1
53,171126,5.445871182026671,82.93866683186013,77.49279564983347,1
54,166894,5.417420863760979,82.7870730904613,77.36965222670032,1
55,164310,5.434226004955506,82.6693687890484,77.2351427840929,1
56,160496,5.433654340460594,82.54562967870208,77.11197533824149,1
57,157366,5.425653241457234,82.46948193770793,77.04382869625069,1
58,154176,5.42594509740986,82.33550681778893,76.90956172037906,1
59,152002,5.408386463436338,82.20085965279578,76.79247318935944,1
60,148706,5.4081865373304545,82.06035080973764,76.65216427240719,1
