dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.692345477111287,TRUE,1
2,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.506767119837831,TRUE,1
3,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.520705432742129,TRUE,1
4,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.7939417161290665,TRUE,1
5,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.322174951566102,TRUE,1
6,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.788843838489146,TRUE,1
7,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.193057041706188,TRUE,1
8,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.497820564296319,TRUE,1
9,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.885909768945301,TRUE,1
10,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.8946039549682485,TRUE,1
11,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.625225279369542,TRUE,1
12,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.464989242892013,TRUE,1
