dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.053051889977,TRUE,1
2,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.828381510865236,TRUE,1
3,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.289495993719241,TRUE,1
4,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.813923919575995,TRUE,1
5,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.037152360415915,TRUE,1
6,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.704722690818439,TRUE,1
7,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.82306139624275,TRUE,1
8,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.937755330868669,TRUE,1
9,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.086682057535499,TRUE,1
10,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.9951026020289415,TRUE,1
11,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.996717115111889,TRUE,1
12,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.468616740148133,TRUE,1
13,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.213632694099598,TRUE,1
14,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.9225590728250435,TRUE,1
15,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.943040670313768,TRUE,1
16,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.754906708682933,TRUE,1
17,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.830962184762907,TRUE,1
18,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.964724978869815,TRUE,1
19,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.595790916160813,TRUE,1
20,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.873253772702652,TRUE,1
21,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.699302914182997,TRUE,1
22,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.0280422821716,TRUE,1
23,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.749303685040557,TRUE,1
24,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.969812806657597,TRUE,1
25,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.812902974570154,TRUE,1
26,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.67678292313625,TRUE,1
27,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,4.596486504956399,TRUE,1
28,efficient_influence_function,EIF estimator w/ non-parametric nuisance fx estimation (mu parametric),mu,5.19768468240996,TRUE,1
