dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.719329849763867,TRUE,2
2,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.916906828086433,TRUE,2
3,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.626493329491249,TRUE,2
4,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.629354267963209,TRUE,2
5,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.754968595867923,TRUE,2
6,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.607290017976135,TRUE,2
7,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.6793550865839695,TRUE,2
8,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.755116436916687,TRUE,2
9,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.5393348487383065,TRUE,2
10,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.671681363090206,TRUE,2
11,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.583824766057558,TRUE,2
12,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.475289928895609,TRUE,2
13,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.833466637863532,TRUE,2
14,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.6188585890044,TRUE,2
15,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.6034459905445875,TRUE,2
16,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.6403362999122715,TRUE,2
17,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.560093285164591,TRUE,2
18,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.637195191631435,TRUE,2
19,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.61686511940578,TRUE,2
20,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.53101137301396,TRUE,2
21,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.614432362950331,TRUE,2
22,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.738198413800296,TRUE,2
23,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.688113571152778,TRUE,2
24,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.708859365288945,TRUE,2
25,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.548996211343162,TRUE,2
26,crossfit_iwor_cc,"Inverse Weighted Outcome Regression (Flexible mu, eta w/ select interactions), removing LM/GLM candidates from SuperLearners",---,5.821015424354541,TRUE,2
