dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.736659123197508,TRUE,2
2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.576137296353937,TRUE,2
3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.69097358532919,TRUE,2
4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.548806685701073,TRUE,2
5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.25246699048954,TRUE,2
6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.430215873497146,TRUE,2
7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.600291247841781,TRUE,2
8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.525530620901011,TRUE,2
9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.5344080680981,TRUE,2
10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.379571716924687,TRUE,2
11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.483652101884213,TRUE,2
12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.424573078871818,TRUE,2
13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.501622161744448,TRUE,2
14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.280042816209373,TRUE,2
15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.473445683401183,TRUE,2
16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions)",---,5.414666100550489,TRUE,2
