dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,6.132646812739255,TRUE,1
2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.850234050663668,TRUE,1
3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.087151268250856,TRUE,1
4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.540852530713668,TRUE,1
5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,4.821480339748559,TRUE,1
6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.20975904344844,TRUE,1
7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.2716162285010615,TRUE,1
8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.751075477588927,TRUE,1
9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.6448247495969985,TRUE,1
10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.891678474366009,TRUE,1
11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.51432286813581,TRUE,1
12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.354087437409388,TRUE,1
13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.829676114319981,TRUE,1
14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.214745518486535,TRUE,1
15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.064184998810037,TRUE,1
16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,4.976662618324055,TRUE,1
17,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.813052020655686,TRUE,1
18,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.167776644094055,TRUE,1
19,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.261470220402508,TRUE,1
20,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.30332117333508,TRUE,1
21,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,4.818301699206583,TRUE,1
22,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.922445689770237,TRUE,1
23,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.738066310805309,TRUE,1
24,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.194002747629647,TRUE,1
25,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,6.235840293823344,TRUE,1
26,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation (mu, eta interactions), removing LM/GLM candidates from SuperLearners",---,5.693340117772803,TRUE,1
