sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,true_att
1,1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05900386491642768,0.004104471252007541,-0.050997063355465264
1,2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05068315246950893,0.003681789162997094,-0.050997063355465264
1,3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05637705596637166,0.0038952411777337715,-0.050997063355465264
1,4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05391793014448099,0.004046737243647203,-0.050997063355465264
1,5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04775954188300372,0.003881821654397566,-0.050997063355465264
1,6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0481010281520245,0.0036838986991630874,-0.050997063355465264
1,7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05219084357861352,0.0036766277339372244,-0.050997063355465264
1,8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.050528049270496214,0.004080387872700809,-0.050997063355465264
1,9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05263510910969251,0.00399194653163858,-0.050997063355465264
1,10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.03963222989717644,0.004174642462462246,-0.050997063355465264
1,11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.055306653873096356,0.003949921019862685,-0.050997063355465264
1,12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0581814984782905,0.0042333974710010835,-0.050997063355465264
1,13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04401154389968349,0.003936149229023957,-0.050997063355465264
1,14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05000608372239246,0.004005827574914497,-0.050997063355465264
1,15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.053690560629416934,0.004027614745117467,-0.050997063355465264
1,16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0574190054788064,0.0038782778945275075,-0.050997063355465264
1,17,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05571009799518175,0.0038084151622700484,-0.050997063355465264
1,18,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04655864924914805,0.004392680566806993,-0.050997063355465264
1,19,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.047623646106386246,0.0041901027641126146,-0.050997063355465264
1,20,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.045627873248610985,0.00429413618673814,-0.050997063355465264
1,21,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04447532213185189,0.004131917247252531,-0.050997063355465264
1,22,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0557839020805202,0.0043996082367471255,-0.050997063355465264
1,23,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04834151324471771,0.004267715822849245,-0.050997063355465264
1,24,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.048545287879129255,0.00428358469197858,-0.050997063355465264
1,25,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05446725315233429,0.004133531914393935,-0.050997063355465264
1,26,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.051460252495926305,0.003982682051928027,-0.050997063355465264
1,27,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.047641856721516496,0.004429035135321464,-0.050997063355465264
1,28,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04717156582124435,0.003773220764584395,-0.050997063355465264
1,29,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04509167228286344,0.004259349506251559,-0.050997063355465264
1,30,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04854862940260681,0.0037330462235414964,-0.050997063355465264
1,31,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05006953536315985,0.003946259654068314,-0.050997063355465264
1,32,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04434970124758366,0.0040822821099815824,-0.050997063355465264
1,33,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04833183897516506,0.003924248001058508,-0.050997063355465264
1,34,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05384618147000371,0.0040466973102088084,-0.050997063355465264
1,35,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04772519479335736,0.004080377553281821,-0.050997063355465264
1,36,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04810391464209409,0.0039483173135873165,-0.050997063355465264
1,37,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.051035216005676884,0.004039137133556544,-0.050997063355465264
1,38,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04695670894247308,0.0040723225547494345,-0.050997063355465264
1,39,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.045014613392188325,0.005156056560266052,-0.050997063355465264
1,40,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05555635847847544,0.004539643335503651,-0.050997063355465264
1,41,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04850207173655674,0.004042909406326344,-0.050997063355465264
1,42,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04939771190245648,0.004111492672832188,-0.050997063355465264
1,43,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04854542019544494,0.003999595378363062,-0.050997063355465264
1,44,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0517928156497469,0.004941649314498135,-0.050997063355465264
1,45,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05622005448860587,0.00470973621761402,-0.050997063355465264
1,46,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05202973168953271,0.00366612138396427,-0.050997063355465264
1,47,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04986330227804852,0.00434502804080103,-0.050997063355465264
1,48,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05568093663773181,0.004132242186104685,-0.050997063355465264
1,49,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.053065393463401195,0.004429768805061083,-0.050997063355465264
1,50,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05271814760997003,0.004123410420986005,-0.050997063355465264
1,51,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05365936182595136,0.003761938736782923,-0.050997063355465264
1,52,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04437058972127702,0.003978865836108277,-0.050997063355465264
1,53,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0541063844398888,0.004122535847609174,-0.050997063355465264
1,54,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0454396646118864,0.004213553483946516,-0.050997063355465264
1,55,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04505487894743976,0.0034701819087605695,-0.050997063355465264
1,56,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05459446996447649,0.0038543026438779045,-0.050997063355465264
1,57,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05451992708057209,0.003957009539471321,-0.050997063355465264
1,58,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05245794544419811,0.003968830844615317,-0.050997063355465264
1,59,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.047230949491566795,0.003909659254478307,-0.050997063355465264
1,60,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05370220347648397,0.004096038616025251,-0.050997063355465264
1,61,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.050069919174556096,0.005125702727353438,-0.050997063355465264
1,62,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.043270620275690015,0.004104169661759084,-0.050997063355465264
1,63,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.048475234481947675,0.004326492713957017,-0.050997063355465264
1,64,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05074367876689869,0.003778568904884646,-0.050997063355465264
1,65,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.047678898393121456,0.004038625126552722,-0.050997063355465264
1,66,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.054895168092029586,0.004003785384847115,-0.050997063355465264
1,67,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04604899268942494,0.00438733044006834,-0.050997063355465264
1,68,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.050457147409065296,0.003784516904536624,-0.050997063355465264
1,69,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05127511124579626,0.00432349047174213,-0.050997063355465264
1,70,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.059182838260774806,0.004245486901786291,-0.050997063355465264
1,71,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05540492703971178,0.0037535053859100538,-0.050997063355465264
1,72,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.051940294991068864,0.0041611160946144156,-0.050997063355465264
1,73,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.053271356134844086,0.003995697371239007,-0.050997063355465264
1,74,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0507998330491783,0.0040107890692543365,-0.050997063355465264
1,75,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05449893818370827,0.0037691397678842947,-0.050997063355465264
1,76,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05451789685231494,0.004418905450840656,-0.050997063355465264
1,77,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04321505338816285,0.0054216013650936505,-0.050997063355465264
1,78,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05400413030635497,0.0038216038813284788,-0.050997063355465264
