sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,matched_cohort,true_att
6,1,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.038452838648723724,0.0064833368973060855,TRUE,-0.04858644632938813
6,2,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05427411751224854,0.006753003718979615,TRUE,-0.04858644632938813
6,3,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05201424133893244,0.007547080352622646,TRUE,-0.04858644632938813
6,4,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.042480740207683665,0.007054674126335492,TRUE,-0.04858644632938813
6,5,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04586496153287185,0.0062633402289665845,TRUE,-0.04858644632938813
6,6,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05094508288320068,0.008257241049441005,TRUE,-0.04858644632938813
6,7,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04382985584924232,0.00646439867285994,TRUE,-0.04858644632938813
6,8,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.058969460141258395,0.006615857957297836,TRUE,-0.04858644632938813
6,9,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.055890333656731864,0.0064198737848386415,TRUE,-0.04858644632938813
6,10,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.048926397150321974,0.007780383341848088,TRUE,-0.04858644632938813
6,11,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.053705793426331916,0.0070398870597289855,TRUE,-0.04858644632938813
6,12,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05241464730184115,0.0069681761829540724,TRUE,-0.04858644632938813
6,13,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05366778654749381,0.005720444933305267,TRUE,-0.04858644632938813
6,14,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04723992870778654,0.00696668443534146,TRUE,-0.04858644632938813
6,15,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.045413980221031255,0.006945460809408977,TRUE,-0.04858644632938813
6,16,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.045758663218758315,0.011820661118675664,TRUE,-0.04858644632938813
6,17,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05923412823396705,0.006370164714327376,TRUE,-0.04858644632938813
6,18,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.052940622893584866,0.006619871290066361,TRUE,-0.04858644632938813
6,19,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05845420651988569,0.0061337702875559575,TRUE,-0.04858644632938813
6,20,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04826759220969532,0.005970848473234689,TRUE,-0.04858644632938813
6,21,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.046145814299384406,0.00684667117748886,TRUE,-0.04858644632938813
6,22,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05107158124546455,0.0073579843942651055,TRUE,-0.04858644632938813
6,23,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05356817817578376,0.008699079823202786,TRUE,-0.04858644632938813
6,24,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.053133800749773925,0.007064550717204728,TRUE,-0.04858644632938813
6,25,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05292164868094767,0.008513854794743602,TRUE,-0.04858644632938813
6,26,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04876194007241198,0.007512093678844318,TRUE,-0.04858644632938813
6,27,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.06084695425583238,0.014078872243509217,TRUE,-0.04858644632938813
6,28,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.050869990827743856,0.006948003237370341,TRUE,-0.04858644632938813
6,29,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04516920377482498,0.007800150407967707,TRUE,-0.04858644632938813
6,30,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05535284924509595,0.00668259530838716,TRUE,-0.04858644632938813
6,31,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.06314376703117335,0.008019689942510705,TRUE,-0.04858644632938813
6,32,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.05759140431263056,0.00897583936879987,TRUE,-0.04858644632938813
6,33,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.053905129942466525,0.006200334770059031,TRUE,-0.04858644632938813
6,34,influence_function,IF estimator w/ true parametric models based on liklihood factorization,pi/eta/lambda/mu,-0.04607886255782521,0.008602147224620235,TRUE,-0.04858644632938813
