sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,matched_cohort,true_att
5,1,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.043134917679792044,0.004939543821623407,TRUE,-0.04858644632938813
5,2,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.037780452620088854,0.0052004279041685765,TRUE,-0.04858644632938813
5,3,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04921637022128894,0.0040160900031639135,TRUE,-0.04858644632938813
5,4,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.046690939500324095,0.00417000336968994,TRUE,-0.04858644632938813
5,5,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053487843885434636,0.004095224857979598,TRUE,-0.04858644632938813
5,6,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.052959479817954735,0.00431279247151875,TRUE,-0.04858644632938813
5,7,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0413602938167434,0.003947772400330239,TRUE,-0.04858644632938813
5,8,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.046084167216812244,0.004546534944579472,TRUE,-0.04858644632938813
5,9,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04149515822834908,0.004259999265218796,TRUE,-0.04858644632938813
5,10,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04694455320690486,0.004028253763139914,TRUE,-0.04858644632938813
5,11,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04851016367350562,0.004102561003933541,TRUE,-0.04858644632938813
5,12,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.051638022735210835,0.0039094053454068155,TRUE,-0.04858644632938813
5,13,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.043584080418670255,0.004436417121483455,TRUE,-0.04858644632938813
5,14,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.049572429496822286,0.004532706757675337,TRUE,-0.04858644632938813
5,15,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04707434855072515,0.004169186330628058,TRUE,-0.04858644632938813
5,16,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.050662941337736474,0.00399250292554667,TRUE,-0.04858644632938813
5,17,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05300249732760577,0.00399631080198833,TRUE,-0.04858644632938813
5,18,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04562980989909907,0.004479136686789078,TRUE,-0.04858644632938813
5,19,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04420164878204198,0.004091361783566744,TRUE,-0.04858644632938813
5,20,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.045496843384870776,0.005000379259345095,TRUE,-0.04858644632938813
5,21,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04682698847477566,0.004437298045875778,TRUE,-0.04858644632938813
5,22,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.052242115654094715,0.003794457672157321,TRUE,-0.04858644632938813
5,23,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04457916578798338,0.004520933286322224,TRUE,-0.04858644632938813
5,24,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053388282405232156,0.004354462020677244,TRUE,-0.04858644632938813
5,25,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053141914017558585,0.004343340975281429,TRUE,-0.04858644632938813
5,26,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.041254314539599934,0.004445591170223965,TRUE,-0.04858644632938813
5,27,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.054620191813187925,0.00407858385765254,TRUE,-0.04858644632938813
5,28,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.042915243729014826,0.004674878621909626,TRUE,-0.04858644632938813
5,29,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.049711832684942066,0.006125318260355942,TRUE,-0.04858644632938813
5,30,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04721091493276135,0.004737611859101603,TRUE,-0.04858644632938813
5,31,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05378609794428175,0.003888449227350821,TRUE,-0.04858644632938813
5,32,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.048994377062573306,0.0038284856465904725,TRUE,-0.04858644632938813
5,33,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.047864901683358725,0.004864726490094531,TRUE,-0.04858644632938813
5,34,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.051496488765467606,0.00464636356657943,TRUE,-0.04858644632938813
5,35,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05196784922983337,0.004792217506707594,TRUE,-0.04858644632938813
5,36,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04359227308001089,0.004275689141218507,TRUE,-0.04858644632938813
5,37,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04772783694038306,0.004520961697103242,TRUE,-0.04858644632938813
5,38,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05456846587163046,0.003798769842398503,TRUE,-0.04858644632938813
5,39,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05625160282651462,0.0038593735998452847,TRUE,-0.04858644632938813
5,40,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05346845861643567,0.0039410802662724655,TRUE,-0.04858644632938813
5,41,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05084892205499721,0.003979481011089451,TRUE,-0.04858644632938813
5,42,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04528621668486824,0.004354101555139726,TRUE,-0.04858644632938813
5,43,influence_function,"IF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04660191632551909,0.005155568324842469,TRUE,-0.04858644632938813
