sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,true_att
8,1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053463866938383946,0.0027475782289636133,-0.050997063355465264
8,2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05607913555482894,0.002733958431277186,-0.050997063355465264
8,3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05256912515824095,0.00252324589843184,-0.050997063355465264
8,4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.057334614629445245,0.0027161283956461486,-0.050997063355465264
8,5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05083056993630797,0.0026928509193504947,-0.050997063355465264
8,6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.050315413945145944,0.002638668043226277,-0.050997063355465264
8,7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.052847657394059513,0.002341797157644014,-0.050997063355465264
8,8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05103360010176436,0.002620763549522035,-0.050997063355465264
8,9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05103799158708935,0.0028673480823777067,-0.050997063355465264
8,10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0529879981410668,0.0024468211146090237,-0.050997063355465264
8,11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05527859648456739,0.002735580819053987,-0.050997063355465264
8,12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05241282206568521,0.0024315147285784555,-0.050997063355465264
8,13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0534284209821559,0.0032789199972245325,-0.050997063355465264
8,14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04749771517244894,0.0026195951619684224,-0.050997063355465264
8,15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053140350899318664,0.00277299499452909,-0.050997063355465264
8,16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.051118749541172175,0.0024619520363149353,-0.050997063355465264
8,17,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05207540590077868,0.0030003447270110116,-0.050997063355465264
8,18,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04896048995387126,0.002569388603704068,-0.050997063355465264
8,19,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05109365484252091,0.0025696450946389436,-0.050997063355465264
8,20,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.046837360713154905,0.002389389895604213,-0.050997063355465264
8,21,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04805380134056952,0.0026859354747848676,-0.050997063355465264
8,22,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04512664124996652,0.0034895326816976233,-0.050997063355465264
8,23,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.056283296415044926,0.0025610442851375236,-0.050997063355465264
8,24,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0508597192161044,0.0028984089417308386,-0.050997063355465264
8,25,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.052376443953115526,0.002825750373191779,-0.050997063355465264
8,26,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.049754632640539205,0.0025859094467012974,-0.050997063355465264
8,27,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05055554539103866,0.002522440972256422,-0.050997063355465264
8,28,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05589252757966787,0.002525994039701078,-0.050997063355465264
8,29,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04773299022945925,0.0028611789424994906,-0.050997063355465264
8,30,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05318446144172773,0.0027116169667893283,-0.050997063355465264
8,31,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05034527500659999,0.0027124016726396056,-0.050997063355465264
8,32,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05378277601347347,0.0028789311686901837,-0.050997063355465264
8,33,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.054201816459694914,0.0030551458757691876,-0.050997063355465264
8,34,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.055454296988153566,0.0023710696000565027,-0.050997063355465264
8,35,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04696651466748634,0.0035068060765858257,-0.050997063355465264
8,36,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05358028784504925,0.002657226145572955,-0.050997063355465264
8,37,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05154429738484294,0.0039021014282893006,-0.050997063355465264
8,38,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04722926052174883,0.00296397187940229,-0.050997063355465264
8,39,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.050561829709413586,0.002677327411395449,-0.050997063355465264
8,40,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053525842560269384,0.0030786058654458538,-0.050997063355465264
8,41,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05324148913581835,0.00241965278726682,-0.050997063355465264
8,42,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.050784984270672316,0.0027348902948987923,-0.050997063355465264
8,43,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0529162388356537,0.002796398326145667,-0.050997063355465264
8,44,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05098077682997164,0.002730225217225106,-0.050997063355465264
8,45,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.053881190134787475,0.0024685044754280405,-0.050997063355465264
8,46,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05568910209195665,0.0025278022207888954,-0.050997063355465264
8,47,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04938349007953313,0.0024674616904893153,-0.050997063355465264
8,48,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04861889662187859,0.0026200377663385954,-0.050997063355465264
8,49,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05211468186273465,0.0024446051721423966,-0.050997063355465264
8,50,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0456100698563207,0.003041816646688051,-0.050997063355465264
8,51,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.05108345746421032,0.002783176013437269,-0.050997063355465264
8,52,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.048861912452879575,0.0038674371534757374,-0.050997063355465264
8,53,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.0510585540041476,0.0028235151466843647,-0.050997063355465264
8,54,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04658382714908309,0.002756092096467902,-0.050997063355465264
8,55,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04559126694939074,0.0029508434123215236,-0.050997063355465264
8,56,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.049967975865972666,0.002580236525179141,-0.050997063355465264
8,57,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, removing LM/GLM candidates from SuperLearners",---,-0.04599161492908446,0.0026944771019135542,-0.050997063355465264
