sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,true_att
8,1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.0531451853139882,0.0025098172508432703,-0.050997063355465264
8,2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.055318303039972094,0.0025724068409720157,-0.050997063355465264
8,3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.051151483187260406,0.0024250197056949175,-0.050997063355465264
8,4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.055660321820413784,0.0024159908027915093,-0.050997063355465264
8,5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04944907538918416,0.002683332893614447,-0.050997063355465264
8,6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.049705090952436616,0.0024286405444688746,-0.050997063355465264
8,7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05141771494988348,0.002307686140563804,-0.050997063355465264
8,8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.050734635804196716,0.002482118067977917,-0.050997063355465264
8,9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05320351828028546,0.0024959231503677397,-0.050997063355465264
8,10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05225766248639054,0.0023200952573188445,-0.050997063355465264
8,11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05219383202011557,0.0026057193171487945,-0.050997063355465264
8,12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04854073290688675,0.00234834770937909,-0.050997063355465264
8,13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.052388221754943634,0.0027637008126095417,-0.050997063355465264
8,14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04832756069711536,0.0024388191160909156,-0.050997063355465264
8,15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04924590868963252,0.002525265317994376,-0.050997063355465264
8,16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05018833942937732,0.002382115012703253,-0.050997063355465264
8,17,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.052626253751366196,0.002561192282393546,-0.050997063355465264
8,18,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04846415145312329,0.0024739433548204744,-0.050997063355465264
8,19,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05061735049875644,0.0024304068369601205,-0.050997063355465264
8,20,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04626847384769282,0.00251847324028843,-0.050997063355465264
8,21,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.048461186004081426,0.0025820441030858635,-0.050997063355465264
8,22,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.046058475804184124,0.002569984146449835,-0.050997063355465264
8,23,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05345511936440208,0.0023653230992381974,-0.050997063355465264
8,24,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.051272548364723045,0.002811475978073364,-0.050997063355465264
8,25,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05335388937967568,0.002475597860877269,-0.050997063355465264
8,26,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.049537524932213285,0.002449448671127147,-0.050997063355465264
8,27,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04897812650780654,0.0024092176494098605,-0.050997063355465264
8,28,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05628738137963081,0.002431043940958221,-0.050997063355465264
8,29,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04689288875768379,0.0025958886691333696,-0.050997063355465264
8,30,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05529912087955554,0.0030297587680149923,-0.050997063355465264
8,31,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05240324989755258,0.0026873853043247594,-0.050997063355465264
8,32,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05472079040117549,0.0027373633948792023,-0.050997063355465264
8,33,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05344147499706755,0.0031331649152880497,-0.050997063355465264
8,34,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05548943887944435,0.0023194421610081306,-0.050997063355465264
8,35,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05063790757030965,0.002604561638684839,-0.050997063355465264
8,36,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05335930489118657,0.002363049015216191,-0.050997063355465264
8,37,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.048319720917140555,0.002672608719841353,-0.050997063355465264
8,38,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04752051782084292,0.0028575241687999325,-0.050997063355465264
8,39,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.0521604097961321,0.002664153788021023,-0.050997063355465264
8,40,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05390121507363866,0.002566347977275847,-0.050997063355465264
8,41,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.0509645980468728,0.0022813026364970892,-0.050997063355465264
8,42,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.048082900676608774,0.002600926833408681,-0.050997063355465264
8,43,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.051139827365899115,0.002595032411922819,-0.050997063355465264
8,44,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05080539298743617,0.0024561537988725887,-0.050997063355465264
8,45,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05185093440119749,0.002499637701202365,-0.050997063355465264
8,46,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05367431919309054,0.0024503157784658493,-0.050997063355465264
8,47,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04913927441318409,0.0024554964357058873,-0.050997063355465264
8,48,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.0475852955744061,0.002324750721261303,-0.050997063355465264
8,49,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.051798306739418626,0.0024569999400521534,-0.050997063355465264
8,50,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.047578912099100146,0.00256691517463843,-0.050997063355465264
8,51,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.0511627435430856,0.002527993195060189,-0.050997063355465264
8,52,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05310889844184189,0.0025529350251940626,-0.050997063355465264
8,53,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04826119802751199,0.0025966927433509765,-0.050997063355465264
8,54,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04693540129073305,0.0025265157316313636,-0.050997063355465264
8,55,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.05188394327143407,0.0032148936999909635,-0.050997063355465264
8,56,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.051461202748334295,0.0025206857060709542,-0.050997063355465264
8,57,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.04694224666520499,0.0025489408686900196,-0.050997063355465264
8,58,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, stratify estimation of mu",---,-0.050019365023695896,0.0025566662974302145,-0.050997063355465264
