sim_id,dataset_id,estimator,description,correct_models,tau_hat,sd,matched_cohort,true_att
5,1,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0461571176873074,0.003747488283570482,TRUE,-0.04858644632938813
5,2,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04089917005476833,0.004196660323106505,TRUE,-0.04858644632938813
5,3,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.050702593849199805,0.003353601940310774,TRUE,-0.04858644632938813
5,4,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04733502676220194,0.003770814429999669,TRUE,-0.04858644632938813
5,5,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05260819593863546,0.0037826647969769482,TRUE,-0.04858644632938813
5,6,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.051350273494160485,0.0039014018202847217,TRUE,-0.04858644632938813
5,7,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04327000632553652,0.003412007890142663,TRUE,-0.04858644632938813
5,8,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.043640002286828676,0.0037271271933451344,TRUE,-0.04858644632938813
5,9,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.045145822956754275,0.003602218848925024,TRUE,-0.04858644632938813
5,10,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04375474392341321,0.003399364702723177,TRUE,-0.04858644632938813
5,11,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04462277017682678,0.0036571321352512464,TRUE,-0.04858644632938813
5,12,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05247568766057209,0.003382627378855435,TRUE,-0.04858644632938813
5,13,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0419320159339141,0.003578647580792363,TRUE,-0.04858644632938813
5,14,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.052271679833689015,0.0037116672385285473,TRUE,-0.04858644632938813
5,15,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04923379648054944,0.0037020580944066594,TRUE,-0.04858644632938813
5,16,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04589574984259992,0.003513818139406731,TRUE,-0.04858644632938813
5,17,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05086524273605323,0.0036204909574925827,TRUE,-0.04858644632938813
5,18,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05135201982007033,0.003731279678284484,TRUE,-0.04858644632938813
5,19,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.044615206036983546,0.003552636926521834,TRUE,-0.04858644632938813
5,20,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.049719951676291466,0.0038481036008735153,TRUE,-0.04858644632938813
5,21,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04959481612538743,0.003813731022777579,TRUE,-0.04858644632938813
5,22,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05063114392524874,0.003426659689525421,TRUE,-0.04858644632938813
5,23,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.0465428216533325,0.003499494235025521,TRUE,-0.04858644632938813
5,24,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05543266478328947,0.0036169285415453287,TRUE,-0.04858644632938813
5,25,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.05187904150316843,0.0037815468207213544,TRUE,-0.04858644632938813
5,26,efficient_influence_function,"EIF estimator w/ non-parametric nuisance fx estimation, treatment interactions in outcome model",---,-0.04182468605940863,0.0036064265888602763,TRUE,-0.04858644632938813
